Reason 1,Reason 2,Reason 3,Reason 4,Month Value,Day of the Week,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
0,0,0,1,12,3,179,51,38,236.63,31,0,0,0,1.0
0,0,0,1,12,4,179,51,38,236.63,31,0,0,0,1.0
0,0,0,1,12,1,179,26,30,236.63,19,1,0,0,1.0
0,0,0,1,12,1,118,10,37,236.63,28,0,0,0,8.0
0,0,0,1,12,3,235,11,37,236.63,29,1,1,1,2.0
0,0,0,1,12,4,179,51,38,236.63,31,0,0,0,1.0
1,0,0,0,12,1,235,20,43,236.63,38,0,1,0,8.0
1,0,0,0,12,1,235,11,37,236.63,29,1,1,1,4.0
0,0,0,1,12,2,260,50,36,236.63,23,0,4,0,8.0
0,0,0,1,12,0,157,27,29,236.63,22,0,0,0,2.0
0,0,0,1,12,0,179,51,38,236.63,31,0,0,0,3.0
0,0,1,0,12,0,289,36,33,236.63,30,0,2,1,8.0
0,0,0,1,4,5,225,26,28,330.06,24,0,1,2,5.0
0,0,1,0,9,4,118,10,37,330.06,28,0,0,0,3.2
0,0,0,1,9,4,155,12,34,330.06,25,0,2,0,2.0
1,0,0,0,3,2,235,11,37,330.06,29,1,1,1,1.0
0,0,0,1,3,2,155,12,34,330.06,25,0,2,0,4.0
0,0,0,1,9,4,289,36,33,330.06,30,0,2,1,8.0
1,0,0,0,11,2,291,31,40,330.06,25,0,1,1,8.0
0,0,0,1,1,0,235,20,43,330.06,38,0,1,0,8.0
0,0,0,1,1,0,118,13,50,330.06,31,0,1,0,4.0
0,0,0,1,1,2,179,51,38,330.06,31,0,0,0,1.0
0,0,0,1,1,4,179,51,38,330.06,31,0,0,0,1.0
0,0,0,1,7,6,118,10,37,251.82,28,0,0,0,2.0
0,0,0,1,1,0,179,51,38,251.82,31,0,0,0,3.0
1,0,0,0,1,0,225,26,28,251.82,24,0,1,2,1.0
0,0,0,1,3,3,289,36,33,251.82,30,0,2,1,3.0
0,0,0,1,10,0,260,50,36,251.82,23,0,4,0,3.0
0,0,0,1,2,4,179,51,38,251.82,31,0,0,0,3.0
0,0,0,1,2,0,179,51,38,251.82,31,0,0,0,2.0
0,0,0,1,2,2,179,51,38,251.82,31,0,0,0,3.0
1,0,0,0,2,3,179,51,38,251.82,31,0,0,0,8.0
0,0,0,1,2,3,246,25,41,251.82,23,0,0,0,8.0
0,0,0,1,2,4,179,51,38,251.82,31,0,0,0,3.0
0,0,0,1,2,0,189,29,33,251.82,25,0,2,2,8.0
0,0,0,1,2,0,179,51,38,251.82,31,0,0,0,3.0
0,0,0,1,2,1,246,25,41,251.82,23,0,0,0,2.0
0,0,0,1,2,1,291,31,40,251.82,25,0,1,1,2.0
1,0,0,0,2,2,157,27,29,251.82,22,0,0,0,1.6
0,0,0,1,2,2,179,51,38,251.82,31,0,0,0,3.0
0,0,0,1,2,4,179,51,38,251.82,31,0,0,0,3.0
1,0,0,0,2,4,246,25,41,251.82,23,0,0,0,2.4
0,0,0,1,2,2,179,51,38,251.82,31,0,0,0,3.0
0,0,0,1,2,4,179,51,38,251.82,31,0,0,0,3.0
0,0,1,0,7,0,118,10,37,244.39,28,0,0,0,8.0
0,0,1,0,8,3,246,25,41,244.39,23,0,0,0,1.6
0,0,0,1,10,1,246,25,41,244.39,23,0,0,0,2.0
0,0,0,1,10,1,260,50,36,244.39,23,0,4,0,4.0
0,0,0,1,3,0,179,51,38,244.39,31,0,0,0,2.0
0,0,0,1,3,0,235,11,37,244.39,29,1,1,1,8.0
0,0,0,1,3,1,179,22,40,244.39,22,1,2,0,8.0
0,0,0,1,3,1,378,49,36,244.39,21,0,2,4,8.0
0,0,0,1,3,0,179,51,38,244.39,31,0,0,0,1.6
0,0,0,1,3,2,361,52,28,244.39,27,0,1,4,8.0
0,0,0,0,3,2,369,17,31,244.39,25,0,3,0,0.0
0,0,1,0,3,3,235,11,37,244.39,29,1,1,1,8.0
0,0,0,1,3,4,118,13,50,244.39,31,0,1,0,2.0
1,0,0,0,3,1,118,13,50,244.39,31,0,1,0,3.0
1,0,0,0,3,2,118,13,50,244.39,31,0,1,0,8.0
0,0,0,0,3,3,235,11,37,244.39,29,1,1,1,0.0
0,0,0,0,3,3,246,25,41,244.39,23,0,0,0,0.0
0,0,0,0,3,3,118,13,50,244.39,31,0,1,0,0.0
0,0,0,1,3,4,179,51,38,244.39,31,0,0,0,8.0
0,0,0,1,3,4,289,36,33,244.39,30,0,2,1,8.0
0,0,1,0,3,0,260,50,36,244.39,23,0,4,0,8.0
0,0,0,1,3,1,246,25,41,244.39,23,0,0,0,2.0
0,0,0,1,5,3,179,51,38,239.41,31,0,0,0,4.0
0,0,0,1,7,1,260,50,36,239.41,23,0,4,0,3.0
0,0,0,1,7,1,330,16,28,239.41,25,1,0,0,4.0
0,0,0,1,10,2,369,17,31,239.41,25,0,3,0,4.0
0,0,0,1,10,2,248,25,47,239.41,32,0,2,1,4.0
0,0,0,1,12,0,330,16,28,239.41,25,1,0,0,8.0
0,0,0,1,12,0,179,51,38,239.41,31,0,0,0,8.0
0,0,0,1,4,0,118,13,50,239.41,31,0,1,0,1.0
1,0,0,0,4,2,118,13,50,239.41,31,0,1,0,1.2
0,0,0,1,4,4,300,26,43,239.41,25,0,2,1,8.0
0,0,0,1,4,4,260,50,36,239.41,23,0,4,0,4.0
0,0,0,1,4,0,179,51,38,239.41,31,0,0,0,4.0
1,0,0,0,4,2,118,10,37,239.41,28,0,0,0,2.0
1,0,0,0,1,3,235,20,43,246.07,38,0,1,0,1.6
0,0,0,1,3,6,248,25,47,246.07,32,0,2,1,2.0
1,0,0,0,8,5,369,17,31,246.07,25,0,3,0,8.0
0,0,0,1,10,3,179,26,30,246.07,19,1,0,0,3.0
0,0,0,1,10,3,179,51,38,246.07,31,0,0,0,4.0
0,0,0,1,11,6,361,52,28,246.07,27,0,1,4,1.0
0,0,0,1,12,1,260,50,36,246.07,23,0,4,0,3.0
1,0,0,0,5,0,179,22,40,246.07,22,1,2,0,2.0
1,0,0,0,5,0,179,22,40,246.07,22,1,2,0,3.0
0,0,1,0,5,2,228,14,58,246.07,22,0,2,1,8.0
0,0,0,1,5,2,225,26,28,246.07,24,0,1,2,3.0
1,0,0,0,5,4,330,16,28,246.07,25,1,0,0,8.0
0,0,0,1,5,0,179,26,30,246.07,19,1,0,0,2.0
0,0,0,1,5,0,118,10,37,246.07,28,0,0,0,1.0
1,0,0,0,5,0,235,11,37,246.07,29,1,1,1,8.0
0,0,0,1,5,2,179,26,30,246.07,19,1,0,0,3.0
0,0,0,1,5,5,118,10,37,253.96,28,0,0,0,3.0
0,0,0,1,5,5,179,51,38,253.96,31,0,0,0,3.0
0,0,0,1,6,1,118,10,37,253.96,28,0,0,0,2.0
0,0,0,1,8,6,225,26,28,253.96,24,0,1,2,4.0
0,0,0,1,9,2,260,50,36,253.96,23,0,4,0,4.0
0,0,0,0,9,2,179,51,38,253.96,31,0,0,0,0.0
1,0,0,0,12,2,291,31,40,253.96,25,0,1,1,4.0
0,0,0,1,12,2,179,51,38,253.96,31,0,0,0,2.4
0,0,0,1,6,1,246,25,41,253.96,23,0,0,0,3.0
0,0,0,1,6,0,179,51,38,253.96,31,0,0,0,4.0
0,0,0,1,6,1,235,20,43,253.96,38,0,1,0,8.0
0,0,0,1,6,0,179,51,38,253.96,31,0,0,0,2.0
0,0,0,1,6,2,225,26,28,253.96,24,0,1,2,2.0
0,0,0,1,6,2,118,13,50,253.96,31,0,1,0,2.0
1,0,0,0,6,2,179,51,38,253.96,31,0,0,0,8.0
0,0,1,0,6,2,179,26,30,253.96,19,1,0,0,2.0
0,0,0,1,6,4,246,25,41,253.96,23,0,0,0,2.0
1,0,0,0,6,1,330,16,28,253.96,25,1,0,0,1.0
1,0,0,0,6,1,235,11,37,253.96,29,1,1,1,8.0
0,0,0,1,6,2,179,26,30,230.29,19,1,0,0,2.0
0,0,0,1,6,2,225,26,28,230.29,24,0,1,2,4.0
1,0,0,0,7,4,260,50,36,230.29,23,0,4,0,8.0
1,0,0,0,10,5,268,11,33,230.29,25,1,0,0,8.0
0,0,0,1,7,4,330,16,28,230.29,25,1,0,0,8.0
0,0,0,1,7,4,118,10,37,230.29,28,0,0,0,8.0
0,0,0,1,7,0,260,50,36,230.29,23,0,4,0,4.0
0,0,0,1,7,1,118,10,37,230.29,28,0,0,0,8.0
0,1,0,0,7,0,300,26,43,230.29,25,0,2,1,8.0
0,0,0,1,7,0,235,29,48,230.29,33,0,1,5,1.0
0,0,0,1,7,1,246,25,41,230.29,23,0,0,0,2.0
1,0,0,0,7,1,225,26,28,230.29,24,0,1,2,1.2
0,0,0,1,7,1,179,51,38,230.29,31,0,0,0,1.0
0,0,0,1,7,4,118,13,50,230.29,31,0,1,0,1.0
0,0,0,1,7,4,361,52,28,230.29,27,0,1,4,8.0
0,0,0,1,7,0,289,36,33,230.29,30,0,2,1,8.0
0,0,0,1,7,0,235,20,43,230.29,38,0,1,0,8.0
0,0,0,1,7,1,246,25,41,230.29,23,0,0,0,2.0
0,0,0,1,7,3,291,31,40,230.29,25,0,1,1,1.0
0,0,0,1,7,3,279,5,39,230.29,24,0,2,0,2.0
0,0,0,1,3,2,179,51,38,249.8,31,0,0,0,4.0
0,0,0,1,7,5,179,22,40,249.8,22,1,2,0,1.0
0,0,0,1,8,1,246,25,41,249.8,23,0,0,0,4.0
0,0,0,1,8,1,118,10,37,249.8,28,0,0,0,4.0
0,0,0,1,8,1,289,36,33,249.8,30,0,2,1,8.0
0,0,0,1,8,1,235,20,43,249.8,38,0,1,0,8.0
0,0,0,1,10,6,291,31,40,249.8,25,0,1,1,4.0
0,0,0,1,8,0,179,51,38,249.8,31,0,0,0,4.0
0,0,0,1,8,1,179,22,40,249.8,22,1,2,0,8.0
0,0,0,1,8,3,330,16,28,249.8,25,1,0,0,1.6
0,0,0,1,8,1,235,11,37,249.8,29,1,1,1,4.0
0,0,0,1,8,1,246,25,41,249.8,23,0,0,0,1.0
0,0,0,1,8,1,118,10,37,249.8,28,0,0,0,5.0
0,0,0,1,8,3,291,31,40,249.8,25,0,1,1,2.0
0,0,0,1,8,0,260,50,36,249.8,23,0,4,0,3.0
0,0,0,1,5,1,246,25,41,261.76,23,0,0,0,1.0
0,0,0,1,5,1,246,25,41,261.76,23,0,0,0,1.0
0,0,0,1,5,1,118,10,37,261.76,28,0,0,0,3.0
0,0,0,1,5,1,155,12,34,261.76,25,0,2,0,2.0
0,0,0,1,7,6,291,31,40,261.76,25,0,1,1,2.0
0,0,0,1,8,2,179,26,30,261.76,19,1,0,0,8.0
0,0,0,1,8,2,248,25,47,261.76,32,0,2,1,1.0
0,0,0,1,11,3,179,51,38,261.76,31,0,0,0,4.0
0,0,0,1,9,2,225,26,28,261.76,24,0,1,2,1.0
0,0,0,1,9,0,179,26,30,261.76,19,1,0,0,2.0
0,0,0,1,9,1,369,17,31,261.76,25,0,3,0,8.0
0,0,0,1,9,1,361,52,28,261.76,27,0,1,4,8.0
1,0,0,0,5,2,289,48,49,284.85,36,0,0,2,1.0
1,0,0,0,5,2,235,16,32,284.85,25,1,0,0,3.0
0,0,0,1,6,5,246,25,41,284.85,23,0,0,0,8.0
1,0,0,0,11,4,289,48,49,284.85,36,0,0,2,3.0
0,0,0,1,11,4,291,31,40,284.85,25,0,1,1,2.0
0,0,0,1,10,1,118,10,37,284.85,28,0,0,0,2.0
0,0,0,1,10,3,289,48,49,284.85,36,0,0,2,2.0
0,0,0,1,10,4,291,31,40,284.85,25,0,1,1,1.0
0,0,0,1,10,1,225,26,28,284.85,24,0,1,2,2.0
0,0,0,1,10,1,369,17,31,284.85,25,0,3,0,8.0
0,0,0,1,10,1,369,17,31,284.85,25,0,3,0,3.0
0,0,0,1,10,1,225,26,28,284.85,24,0,1,2,4.0
0,0,0,1,10,1,369,17,31,284.85,25,0,3,0,8.0
0,0,0,1,10,2,179,51,38,284.85,31,0,0,0,3.0
1,0,0,0,10,2,228,14,58,284.85,22,0,2,1,1.0
0,0,0,1,10,2,291,31,40,284.85,25,0,1,1,1.0
1,0,0,0,10,3,369,17,31,284.85,25,0,3,0,8.0
1,0,0,0,10,3,225,26,28,284.85,24,0,1,2,1.0
1,0,0,0,10,4,369,17,31,284.85,25,0,3,0,8.0
1,0,0,0,10,4,225,26,28,284.85,24,0,1,2,3.0
0,0,0,1,10,6,189,29,33,284.85,25,0,2,2,8.0
1,0,0,0,10,6,235,16,32,284.85,25,1,0,0,8.0
1,0,0,0,10,6,248,25,47,284.85,32,0,2,1,8.0
0,0,0,0,10,6,225,26,28,284.85,24,0,1,2,0.0
1,0,0,0,10,1,225,26,28,284.85,24,0,1,2,3.0
0,0,1,0,7,1,179,51,38,268.52,31,0,0,0,1.0
0,0,0,1,8,4,118,10,37,268.52,28,0,0,0,3.0
1,0,0,0,8,4,330,16,28,268.52,25,1,0,0,2.4
0,0,0,1,10,2,179,51,38,268.52,31,0,0,0,1.0
1,0,0,0,11,1,118,10,37,268.52,28,0,0,0,8.0
0,0,0,1,11,2,289,36,33,268.52,30,0,2,1,8.0
1,0,0,0,11,4,235,16,32,268.52,25,1,0,0,8.0
0,0,0,1,11,4,225,26,28,268.52,24,0,1,2,4.0
0,0,0,1,11,1,361,52,28,268.52,27,0,1,4,8.0
0,0,0,1,11,2,291,31,40,268.52,25,0,1,1,2.0
1,0,0,0,11,3,118,10,37,268.52,28,0,0,0,2.0
1,0,0,0,11,3,225,26,28,268.52,24,0,1,2,3.0
0,0,0,1,11,0,179,51,38,268.52,31,0,0,0,1.0
0,0,0,1,11,0,118,10,37,268.52,28,0,0,0,8.0
1,0,0,0,11,1,118,10,37,268.52,28,0,0,0,8.0
0,0,0,1,11,1,225,26,28,268.52,24,0,1,2,2.0
0,0,0,0,11,1,291,31,40,268.52,25,0,1,1,0.0
0,0,0,0,11,2,289,36,33,268.52,30,0,2,1,0.0
1,0,0,0,11,3,248,25,47,268.52,32,0,2,1,4.0
0,0,0,0,11,3,235,20,43,268.52,38,0,1,0,0.0
0,0,0,1,11,4,225,26,28,268.52,24,0,1,2,2.0
0,0,0,1,11,4,369,17,31,268.52,25,0,3,0,8.0
0,0,0,1,11,0,361,52,28,268.52,27,0,1,4,2.0
1,0,0,0,5,4,179,51,38,280.55,31,0,0,0,3.2
0,0,0,1,6,0,291,31,40,280.55,25,0,1,1,1.0
0,0,0,1,6,0,225,26,28,280.55,24,0,1,2,3.0
1,0,0,0,8,5,179,26,30,280.55,19,1,0,0,1.0
0,0,0,1,8,5,225,26,28,280.55,24,0,1,2,3.0
0,0,0,1,12,2,225,26,28,280.55,24,0,1,2,3.0
1,0,0,0,12,3,361,52,28,280.55,27,0,1,4,4.0
0,0,1,0,12,4,179,22,40,280.55,22,1,2,0,2.0
0,0,0,1,12,4,235,20,43,280.55,38,0,1,0,8.0
0,0,1,0,12,0,233,51,31,280.55,21,1,1,8,8.0
1,0,0,0,12,1,179,26,30,280.55,19,1,0,0,1.6
0,0,0,1,12,1,225,26,28,280.55,24,0,1,2,2.0
0,0,0,1,12,3,225,26,28,280.55,24,0,1,2,3.0
0,0,0,1,12,0,225,26,28,280.55,24,0,1,2,2.0
0,0,1,0,12,1,155,12,34,280.55,25,0,2,0,8.0
1,0,0,0,1,0,179,26,30,313.53,19,1,0,0,2.4
1,0,0,0,4,6,179,26,30,313.53,19,1,0,0,1.6
0,0,0,1,4,6,179,22,40,313.53,22,1,2,0,2.0
0,0,0,1,5,1,179,22,40,313.53,22,1,2,0,2.0
1,0,0,0,8,2,179,26,30,313.53,19,1,0,0,3.0
0,0,0,1,10,0,179,22,40,313.53,22,1,2,0,2.0
1,0,0,0,11,3,289,48,49,313.53,36,0,0,2,8.0
0,0,1,0,12,5,179,22,40,313.53,22,1,2,0,3.0
0,0,0,1,1,0,179,26,30,313.53,19,1,0,0,2.0
0,0,1,0,1,1,155,12,34,313.53,25,0,2,0,8.0
0,0,0,1,1,2,179,26,30,313.53,19,1,0,0,2.0
0,0,0,1,1,2,179,51,38,313.53,31,0,0,0,3.0
1,0,0,0,1,2,289,36,33,313.53,30,0,2,1,8.0
0,0,0,1,1,3,179,51,38,313.53,31,0,0,0,3.0
0,0,0,1,1,4,179,51,38,313.53,31,0,0,0,2.0
1,0,0,0,6,5,179,51,38,264.25,31,0,0,0,8.0
0,0,0,1,6,5,225,26,28,264.25,24,0,1,2,3.0
1,0,0,0,7,0,248,25,47,264.25,32,0,2,1,8.0
0,0,0,1,7,0,179,51,38,264.25,31,0,0,0,2.0
0,0,0,1,8,3,225,26,28,264.25,24,0,1,2,3.0
0,0,0,1,8,3,179,51,38,264.25,31,0,0,0,2.0
0,0,0,1,8,3,179,26,30,264.25,19,1,0,0,2.0
0,0,0,1,9,6,225,15,41,264.25,28,1,2,2,2.0
0,0,0,1,9,6,179,51,38,264.25,31,0,0,0,2.0
0,0,1,0,12,6,233,51,31,264.25,21,1,1,8,2.0
0,0,0,1,12,6,179,51,38,264.25,31,0,0,0,2.0
1,0,0,0,2,1,225,26,28,264.25,24,0,1,2,8.0
0,0,0,1,2,2,179,51,38,264.25,31,0,0,0,3.0
0,0,0,1,2,3,179,51,38,264.25,31,0,0,0,3.0
0,0,0,1,2,3,225,26,28,264.25,24,0,1,2,3.0
1,0,0,0,2,3,179,26,30,264.25,19,1,0,0,2.0
0,0,0,1,2,4,179,22,40,264.25,22,1,2,0,2.0
0,0,0,1,2,4,179,51,38,264.25,31,0,0,0,3.0
1,0,0,0,2,2,233,51,31,264.25,21,1,1,8,3.0
0,0,0,1,2,2,179,26,30,264.25,19,1,0,0,2.0
0,0,0,1,2,2,179,51,38,264.25,31,0,0,0,2.0
1,0,0,0,2,3,179,51,38,264.25,31,0,0,0,8.0
0,0,0,1,2,4,179,51,38,264.25,31,0,0,0,2.0
0,0,0,1,2,0,155,12,34,264.25,25,0,2,0,5.0
0,0,0,1,2,0,235,16,32,264.25,25,1,0,0,3.0
0,0,0,1,2,0,179,51,38,264.25,31,0,0,0,2.0
1,0,0,0,2,0,225,26,28,264.25,24,0,1,2,2.0
0,0,0,1,2,1,179,51,38,264.25,31,0,0,0,2.0
0,0,0,1,2,1,248,25,47,264.25,32,0,2,1,2.0
0,0,0,1,2,1,225,26,28,264.25,24,0,1,2,2.0
0,0,0,1,2,2,179,51,38,264.25,31,0,0,0,2.0
0,0,0,1,2,3,179,51,38,264.25,31,0,0,0,2.0
0,0,0,1,2,4,235,16,32,264.25,25,1,0,0,2.0
0,0,0,1,5,3,179,51,38,222.2,31,0,0,0,2.0
0,0,0,1,5,3,248,25,47,222.2,32,0,2,1,2.0
0,0,0,1,6,6,228,14,58,222.2,22,0,2,1,3.0
0,0,0,1,6,6,248,25,47,222.2,32,0,2,1,3.0
1,0,0,0,6,6,228,14,58,222.2,22,0,2,1,1.2
0,0,0,1,7,1,179,51,38,222.2,31,0,0,0,2.0
0,0,0,1,8,4,225,26,28,222.2,24,0,1,2,2.0
0,0,0,1,8,4,179,51,38,222.2,31,0,0,0,3.0
0,0,0,1,8,4,225,26,28,222.2,24,0,1,2,2.0
0,0,0,1,9,0,179,26,30,222.2,19,1,0,0,3.0
0,0,0,1,12,0,235,16,32,222.2,25,1,0,0,3.0
0,0,1,0,12,0,361,52,28,222.2,27,0,1,4,8.0
1,0,0,0,3,1,179,51,38,222.2,31,0,0,0,8.0
0,0,0,1,3,2,179,51,38,222.2,31,0,0,0,2.0
0,0,0,1,3,3,179,51,38,222.2,31,0,0,0,3.0
0,0,0,1,3,4,179,26,30,222.2,19,1,0,0,2.0
1,0,0,0,3,0,179,51,38,222.2,31,0,0,0,4.0
1,0,0,0,3,0,248,25,47,222.2,32,0,2,1,2.0
0,0,0,1,3,0,179,51,38,222.2,31,0,0,0,3.0
1,0,0,0,3,0,225,26,28,222.2,24,0,1,2,8.0
0,0,0,1,3,1,179,51,38,222.2,31,0,0,0,2.0
0,0,0,1,3,2,289,36,33,222.2,30,0,2,1,8.0
0,0,0,1,3,2,228,14,58,222.2,22,0,2,1,2.0
0,0,0,1,3,2,179,51,38,222.2,31,0,0,0,2.0
0,0,0,1,3,3,248,25,47,222.2,32,0,2,1,3.0
0,0,0,1,3,3,179,51,38,222.2,31,0,0,0,3.0
0,0,0,1,3,4,179,26,30,222.2,19,1,0,0,2.0
0,0,0,1,3,4,179,51,38,222.2,31,0,0,0,3.0
0,0,0,1,3,1,179,51,38,222.2,31,0,0,0,3.0
0,0,0,1,3,2,118,15,46,222.2,25,0,2,0,8.0
1,0,0,0,3,2,155,12,34,222.2,25,0,2,0,2.4
0,0,0,1,3,2,179,51,38,222.2,31,0,0,0,3.0
0,0,0,1,3,3,179,51,38,222.2,31,0,0,0,3.0
1,0,0,0,3,0,179,26,30,222.2,19,1,0,0,2.0
0,0,1,0,3,0,289,36,33,222.2,30,0,2,1,1.4
0,0,0,1,3,2,369,17,31,222.2,25,0,3,0,8.0
1,0,0,0,2,6,225,26,28,246.29,24,0,1,2,8.0
1,0,0,0,2,6,118,10,37,246.29,28,0,0,0,8.0
0,0,1,0,3,6,361,52,28,246.29,27,0,1,4,8.0
0,0,1,0,4,2,248,25,47,246.29,32,0,2,1,8.0
1,0,0,0,5,4,189,29,33,246.29,25,0,2,2,8.0
0,0,0,1,6,0,179,26,30,246.29,19,1,0,0,2.0
1,0,0,0,9,1,369,17,31,246.29,25,0,3,0,2.4
0,1,0,0,10,3,179,22,40,246.29,22,1,2,0,2.0
0,0,0,1,10,3,118,13,50,246.29,31,0,1,0,3.0
0,0,0,1,10,3,361,52,28,246.29,27,0,1,4,2.0
1,0,0,0,11,6,118,10,37,246.29,28,0,0,0,2.0
0,0,0,1,4,4,235,11,37,246.29,29,1,1,1,8.0
0,0,0,1,4,4,179,26,30,246.29,19,1,0,0,2.0
0,0,1,0,4,0,225,26,28,246.29,24,0,1,2,8.0
0,1,0,0,4,1,235,16,32,246.29,25,1,0,0,3.0
0,0,0,1,4,4,179,26,30,246.29,19,1,0,0,2.0
0,0,0,1,4,1,155,12,34,246.29,25,0,2,0,4.0
0,0,1,0,4,3,225,26,28,246.29,24,0,1,2,8.0
1,0,0,0,4,3,118,13,50,246.29,31,0,1,0,2.0
0,0,0,1,4,4,179,26,30,246.29,19,1,0,0,2.0
0,0,0,1,7,3,235,11,37,237.66,29,1,1,1,8.0
0,0,1,0,9,2,225,15,41,237.66,28,1,2,2,3.0
0,0,0,1,9,2,235,16,32,237.66,25,1,0,0,2.0
1,0,0,0,9,2,118,10,37,237.66,28,0,0,0,3.0
0,0,0,1,9,2,235,20,43,237.66,38,0,1,0,8.0
1,0,0,0,10,4,179,26,30,237.66,19,1,0,0,1.0
0,0,0,1,10,4,291,31,40,237.66,25,0,1,1,2.0
1,0,0,0,10,4,225,15,41,237.66,28,1,2,2,8.0
0,0,1,0,11,0,300,26,43,237.66,25,0,2,1,6.4
0,0,0,1,11,0,225,15,41,237.66,28,1,2,2,8.0
0,0,0,1,11,0,179,26,30,237.66,19,1,0,0,2.0
0,0,0,1,5,0,118,13,50,237.66,31,0,1,0,2.0
1,0,0,0,5,1,118,13,50,237.66,31,0,1,0,3.0
0,0,0,1,5,1,118,10,37,237.66,28,0,0,0,1.0
0,0,0,0,5,1,118,13,50,237.66,31,0,1,0,0.0
0,0,0,1,5,2,179,26,30,237.66,19,1,0,0,2.0
0,0,0,0,5,2,378,49,36,237.66,21,0,2,4,0.0
0,1,0,0,5,4,179,22,40,237.66,22,1,2,0,1.0
1,0,0,0,5,0,155,12,34,237.66,25,0,2,0,4.8
1,0,0,0,5,0,235,16,32,237.66,25,1,0,0,8.0
0,0,0,1,5,2,291,31,40,237.66,25,0,1,1,8.0
1,0,0,0,5,2,179,22,40,237.66,22,1,2,0,8.0
1,0,0,0,5,2,225,26,28,237.66,24,0,1,2,3.0
1,0,0,0,5,3,330,16,28,237.66,25,1,0,0,8.0
0,0,0,1,5,3,235,16,32,237.66,25,1,0,0,2.0
0,0,0,1,5,3,291,31,40,237.66,25,0,1,1,2.0
